City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
342,Sarangani,PH,83.21,overcast clouds,5.4033,125.4636,JVL Inn and Cafeteria
343,Launceston,AU,38.84,clear sky,-41.45,147.1667,Hotel Grand Chancellor Launceston
344,Oksovskiy,RU,52.11,light rain,62.6062,39.8984,Hotel Severoonezhsk
345,Soyo,AO,74.52,few clouds,-6.1349,12.3689,Hospedaria ndozi'ame
346,San Cristobal,VE,77.18,overcast clouds,7.7669,-72.225,Pirineos
347,Balingasay,PH,80.42,overcast clouds,16.3573,119.8564,Rock Garden Resort
348,Segou,ML,80.65,overcast clouds,13.4317,-6.2157,Comme chez soi
349,Cayenne,GF,89.64,overcast clouds,4.9333,-52.3333,Hôtel Le Dronmi
350,Amga,RU,24.3,broken clouds,60.8953,131.9608,Algys
351,Kargasok,RU,47.39,few clouds,59.0556,80.8572,Hotel Kargasok
352,Axim,GH,75.61,light rain,4.8699,-2.2405,Axim Beach Resort And Spa
353,Kaitangata,NZ,47.21,overcast clouds,-46.2817,169.8464,Kaitangata Motor Camp
354,Odweyne,SO,79.63,overcast clouds,9.4092,45.064,Eng Hiirey House
355,Bud,US,83.68,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
356,Mbanza-Ngungu,CD,78.3,light rain,-5.25,14.8667,Hotel Full Business
357,Reykjavik,IS,55.06,broken clouds,64.1355,-21.8954,Center Hotels Plaza
358,Coruripe,BR,77.72,few clouds,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
359,Port Hedland,AU,60.85,broken clouds,-20.3167,118.5667,The Esplanade Hotel
360,Gland,CH,56.16,clear sky,46.4208,6.2701,Hôtel La Barcarolle
362,Lasa,IT,54.48,clear sky,46.6166,10.7002,Pension Feldgärtenhof
363,Jasper,US,98.01,few clouds,37.2001,-94.3502,Guest House Motel
364,Caravelas,BR,73.54,clear sky,-17.7125,-39.2481,Pousada dos Navegantes
365,Vavozh,RU,66.36,overcast clouds,56.7751,51.931,Tri Medvedya
366,Kupang,ID,77.36,overcast clouds,-10.1667,123.5833,Hotel On The Rock by Prasanthi
367,Rocha,UY,65.89,overcast clouds,-34.4833,-54.3333,Hotel Arrarte
368,Lipari,IT,74.26,broken clouds,38.4674,14.954,Hotel Villa Augustus
369,Trinidad,BO,96.78,smoke,-14.8333,-64.9,Hotel Piesta
370,Juneau,US,53.6,broken clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
373,Ayacucho,PE,76.86,few clouds,-13.1583,-74.2239,Hotel Incasol
374,Tuatapere,NZ,47.08,overcast clouds,-46.1333,167.6833,Ron and Tony's Bed & Breakfast
375,Zhangzhou,CN,82.33,overcast clouds,24.5133,117.6556,Crowne Plaza Zhangzhou
376,Dieppe,FR,53.78,clear sky,49.75,1.1667,LA LONGERE DES NUITS DE VARENNE
377,Hasaki,JP,81.28,broken clouds,35.7333,140.8333,Inubosaki Kanko Hotel
378,Margate,GB,60.31,overcast clouds,51.3813,1.3862,Premier Inn Margate hotel
379,Yarada,IN,79.25,light rain,17.65,83.2667,Yarada Jungle Beach Resorts
380,Praia Da Vitoria,PT,77.25,few clouds,38.7333,-27.0667,Hotel Branco I
381,Indri,IN,77.85,clear sky,29.88,77.0711,Master tant house
382,Odienne,CI,74.97,overcast clouds,9.51,-7.5692,Oustaz Vame DIAKITE
383,Freeport,US,86.99,few clouds,40.6576,-73.5832,The Freeport Inn and Marina
385,Magdalena,PH,76.35,light rain,14.1999,121.429,Samparada & Gestiada Residences
386,Ayr,GB,58.98,few clouds,55.4627,-4.6339,Mercure Ayr Hotel
387,San Carlos De Bariloche,AR,40.75,broken clouds,-41.1456,-71.3082,Hotel Patagonia
388,Jinchang,CN,52.54,scattered clouds,38.4953,102.1739,Mingshihui Jinchang International Hotel
389,Porto Velho,BR,95.05,scattered clouds,-8.7619,-63.9039,Ecos Hotel Conforto
390,Mascota,MX,73.31,overcast clouds,20.5167,-104.7833,Meson De Santa Elena Hotel
391,Junin,AR,63.9,clear sky,-34.5838,-60.9433,Hotel Central
392,Komsomolskiy,UZ,68.72,clear sky,40.4272,71.7189,Ikathouse
393,Mount Gambier,AU,43.95,few clouds,-37.8333,140.7667,The Commodore
394,Polis,CY,78.62,clear sky,35.0367,32.4264,Marion
395,Haapiti,PF,80.33,moderate rain,-17.5667,-149.8667,Linareva Moorea Beach Resort
396,Cairo,EG,83.16,clear sky,30.0626,31.2497,Grand Hotel
397,Grants,US,82.63,clear sky,35.1473,-107.8514,"Motel 6 Grants, NM"
399,Touros,BR,80.56,overcast clouds,-5.1989,-35.4608,INN NEW HORIZON
400,Aurich,DE,56.93,light rain,53.4667,7.4833,Ringhotel Köhlers Forsthaus
401,Coos Bay,US,67.98,overcast clouds,43.3665,-124.2179,Best Western Holiday Hotel
402,Luganville,VU,77.9,broken clouds,-15.5333,167.1667,The Espiritu Hotel
403,Progreso,MX,91.51,clear sky,21.2833,-89.6667,Playa Linda Hotel
404,Scarborough,GB,50.32,clear sky,54.2797,-0.4044,The Grand Hotel Scarborough
405,Veraval,IN,79.74,broken clouds,20.9,70.3667,Lords Inn Somnath
406,Statesboro,US,89.4,clear sky,32.4488,-81.7832,"Holiday Inn Statesboro-University Area, an IHG Hotel"
407,Dingle,PH,76.24,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
409,Guayaramerin,BO,95.05,few clouds,-10.8368,-65.3614,Hostal FÜNF
410,Aborlan,PH,78.78,overcast clouds,9.4352,118.5492,Kevina Transient House
411,Valparaiso,CL,61.03,clear sky,-33.0393,-71.6273,Hotel Ultramar
412,Shira,RU,49.15,overcast clouds,54.4911,89.9531,Domchik
413,Vila,PT,65.28,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
414,Charters Towers,AU,66.87,broken clouds,-20.1,146.2667,Cattleman's Rest Motor Inn
415,Vagamo,NO,39.7,scattered clouds,61.8751,9.0967,Vågå hotel
416,Puerto Narino,CO,96.01,broken clouds,-3.7703,-70.3831,Eware Refugio Amazonico
417,Maymyo,MM,65.03,scattered clouds,22.0333,96.4667,Tiger Hotel
418,Sola,VU,79.81,broken clouds,-13.8833,167.55,Leumerus Bungalows
419,Kramat,ID,74.35,overcast clouds,-8.1311,113.4499,Padepokan HM Arum Sabil
420,Buala,SB,79.07,light rain,-8.145,159.5921,Maringe Lagoon Lodge
421,Westport,US,85.08,clear sky,41.1415,-73.3579,The Westport Inn
422,Ziro,IN,59.14,overcast clouds,27.6333,93.8333,Ka-ngam homestay
423,Oktyabrskiy,RU,71.64,broken clouds,54.4815,53.471,Гостиница Октябрьская
425,Coracora,PE,65.53,clear sky,-15.0333,-73.7833,Hotel Universo
426,Turinsk,RU,59.88,overcast clouds,58.0458,63.696,hotel Arthur
427,Luena,AO,74.53,overcast clouds,-11.7833,19.9167,Hotel Kandamba
428,Sauda,NO,55.69,few clouds,59.6506,6.3542,Klover Hotel
429,Upata,VE,87.76,scattered clouds,8.0086,-62.3989,Posada Villa Nela
430,Sigli,ID,77.63,overcast clouds,5.3848,95.9609,Losmen Dua Mali
432,Carballo,ES,74.62,clear sky,43.213,-8.691,Pazo do Souto
433,Jagodina,RS,50.38,overcast clouds,43.9814,21.2622,Hill Hotel Jagodina
434,Puerto El Triunfo,SV,82.85,scattered clouds,13.2833,-88.55,Hotel Jardin
435,Macau,MO,85.86,few clouds,22.2006,113.5461,Grand Emperor Hotel
436,Cidreira,BR,60.51,moderate rain,-30.1811,-50.2056,Hotel Castelo
438,Ponta Delgada,PT,75.92,scattered clouds,37.7333,-25.6667,Vila Nova Hotel
439,Puerto Baquerizo Moreno,EC,72.59,overcast clouds,-0.9,-89.6,Hotel los Algarrobos
440,Alanya,TR,75.33,clear sky,36.5438,31.9998,Panorama Hotel
441,Honiara,SB,76.98,overcast clouds,-9.4333,159.95,Heritage Park Hotel
442,Marrakesh,MA,82.47,broken clouds,31.6315,-8.0083,Les Jardins de La Koutoubia
443,Isangel,VU,75.52,scattered clouds,-19.55,169.2667,Tanna Lodge
444,Kentville,CA,66.13,scattered clouds,45.0835,-64.4988,Slumber Inn
445,Berwick,US,72.37,moderate rain,41.0545,-76.2333,The White Birch Inn B & B
446,Thunder Bay,CA,73.31,broken clouds,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
447,Ribera,IT,72.68,clear sky,37.4984,13.2642,B&B Le Foglie D'Argento
448,Miri,MY,75.34,scattered clouds,4.4148,114.0089,"Mega Hotel, Miri"
449,Halifax,CA,67.33,few clouds,44.6453,-63.5724,Hotel Halifax
450,Lyantonde,UG,68.38,light rain,-0.4031,31.1572,Novella Hotel & Spa
451,Quixada,BR,95.63,overcast clouds,-4.9714,-39.0153,Hotel Vale das Pedras
452,Dawei,MM,73.38,overcast clouds,14.0833,98.2,Hotel Dawei
453,Balikpapan,ID,74.46,overcast clouds,-1.2675,116.8289,Swiss-Belhotel Balikpapan
454,Constitucion,CL,54.09,overcast clouds,-35.3333,-72.4167,Hotel Boutique Las Azucenas
455,San Quintin,MX,72.43,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
456,Moerai,PF,73.81,clear sky,-22.4333,-151.3333,Le Manotel
457,Hobyo,SO,76.96,overcast clouds,5.3505,48.5268,Halane Hotel and Restaurent
458,Kalabo,ZM,79.74,overcast clouds,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
459,Jevnaker,NO,50.86,clear sky,60.2414,10.385,Thorbjørnrud Hotel
460,Morgan City,US,91.99,scattered clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
461,Sao Joao Da Barra,BR,77.09,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
462,Maroantsetra,MG,69.75,light rain,-15.4333,49.7333,La Pagode
463,Kudat,MY,76.93,few clouds,6.8837,116.8477,Dream Garden Hotel
465,Banff,CA,44.98,overcast clouds,51.1762,-115.5698,Banff Aspen Lodge
466,Yinchuan,CN,53.87,clear sky,38.4681,106.2731,JJ Inns - Yinchuan New Moon Square Branch
467,Urengoy,RU,38.84,overcast clouds,65.9667,78.3667,Gostinnitsa Medveditsa
468,Santa Fe,AR,67.87,light rain,-31.6333,-60.7,Conquistador Hotel
469,Kirn,DE,52.61,scattered clouds,49.7833,7.45,Gästehaus Rosengarten im Nahetal
470,Shenjiamen,CN,71.08,clear sky,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
471,Muros,ES,73.17,clear sky,42.7762,-9.0603,Apartment Av. Castelao
472,Port Hawkesbury,CA,62.04,clear sky,45.6169,-61.3485,MacKenzie House Tourist Home B&B
473,Farkhor,TJ,73.4,clear sky,37.4922,69.4036,Khonai Abdulkhayrov
474,Tuzla,BA,42.76,fog,44.5428,18.6694,"Pension ""CENTAR"""
475,Sabha,LY,90.16,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
476,Lincoln,US,98.15,clear sky,40.8,-96.667,Courtyard by Marriott Lincoln Downtown/Haymarket
477,Anchorage,US,56.79,shower rain,61.2181,-149.9003,Hotel Captain Cook
478,Bonthe,SL,76.86,overcast clouds,7.5264,-12.505,Bonthe Holiday Village
479,Phanom Sarakham,TH,79.93,overcast clouds,13.7479,101.3553,SC Resort
480,Asfi,MA,72.23,clear sky,32.2994,-9.2372,Hôtel Abda
481,Grindavik,IS,55.35,mist,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
482,Bubaque,GW,80.53,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
483,Mecca,SA,86.07,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
484,Wasilla,US,55.89,light rain,61.5814,-149.4394,Alaska's Select Inn Wasilla
485,Hay River,CA,55.38,broken clouds,60.8156,-115.7999,Ptarmigan Inn
486,Vagur,FO,52.34,light rain,61.4732,-6.8119,Budget Guesthouse Borgustova
487,Iranshahr,IR,89.94,haze,27.2025,60.6848,نیک سرشت
488,Santa Maria,BR,61.9,light rain,-29.6842,-53.8069,Hotel Morotin
489,Lewiston,US,57.42,heavy intensity rain,44.1003,-70.2148,Hilton Garden Inn Auburn Riverwatch
490,Manono,CD,79.07,clear sky,-7.3,27.4167,Hotel hewa bora
491,Mtwara,TZ,74.46,clear sky,-10.2667,40.1833,TIL Hotels Mtwara
492,Hofn,IS,51.82,light intensity drizzle rain,64.2539,-15.2082,Hótel Höfn
494,Bay Roberts,CA,60.15,overcast clouds,47.5999,-53.2648,Stonewall Inn
495,Abu Zabad,SD,70.57,heavy intensity rain,12.35,29.25,حامد محمد نور
497,Port Moresby,PG,72.82,few clouds,-9.4431,147.1797,Lamana Hotel (Port Moresby)
498,Laguna,US,75.11,overcast clouds,38.421,-121.4238,"Holiday Inn Express & Suites Elk Grove Central - Hwy 99, an IHG Hotel"
499,Luzhou,CN,75.6,overcast clouds,28.8724,105.4405,Shijichun Hotel
500,Gorele,TR,68.13,overcast clouds,41.0308,39.0031,Görele Öğretmenevi
501,Oussouye,SN,80.69,moderate rain,12.485,-16.5469,Auberge du Routard
502,Tabatinga,BR,93.29,scattered clouds,-4.2525,-69.9381,Hotel Amazon Bed and Breakfast / Hotel Amazon B&B
503,Tura,IN,74.01,light rain,25.5198,90.2201,Hotel RIKMAN Continental
504,Tateyama,JP,83.1,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
505,Sarahan,IN,59.99,broken clouds,31.5167,77.8,Hotel Monal
506,San Pedro,PH,78.35,broken clouds,14.35,121.0167,Palines Apartment and Guesthouse
508,Sweetwater,US,86.02,thunderstorm,25.7634,-80.3731,Courtyard by Marriott Miami at Dolphin Mall
509,Sao Gabriel Da Cachoeira,BR,97.23,broken clouds,-0.1303,-67.0892,Alarne - Área De Lazer Do Alto Rio Negro
510,Santa Isabel Do Rio Negro,BR,97.56,scattered clouds,-0.4139,-65.0192,Hotel GSA
511,Black Diamond,US,75.58,clear sky,47.3087,-122.0032,Lake Sawyer RV Resort
512,Torbay,CA,59.4,broken clouds,47.6666,-52.7314,Gallows Cove
513,North Bend,US,67.91,overcast clouds,43.4065,-124.2243,Red Lion Hotel Coos Bay
514,Tawau,MY,77.13,broken clouds,4.2498,117.8871,Shervinton Executive Boutique Hotel
515,Akyab,MM,79.88,broken clouds,20.15,92.9,ဟိုတယ် မန်မိုရီ
516,Dongying,CN,66.13,overcast clouds,37.4564,118.4856,Wanda Realm
517,Nome,US,43.16,overcast clouds,64.5011,-165.4064,Dredge 7 Inn
518,Puerto Madero,MX,88.0,scattered clouds,14.7208,-92.4215,DEPARTAMENTOS LA ESTANCIA
519,Natal,BR,84.42,clear sky,-5.795,-35.2094,Villa Park Hotel | Natal
520,Kizukuri,JP,63.95,moderate rain,40.8061,140.3861,Kashiwa Roman-sō
521,Mogok,MM,65.37,broken clouds,22.9167,96.5,MOGOK HILL HOTEL
522,Mogadishu,SO,78.06,scattered clouds,2.0371,45.3438,Hotel Juba
523,Mangrol,IN,79.88,broken clouds,21.1167,70.1167,Hotel The Royal Honours
524,Soweto,ZA,65.46,scattered clouds,-26.2678,27.8585,Vardos Guest lodge
525,Barcelos,PT,77.92,clear sky,41.5388,-8.6151,Hotel Do Terço
526,Alta Floresta,BR,91.22,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
527,Bougouni,ML,74.93,light rain,11.417,-7.479,Non Stop
528,Batagay,RU,21.79,broken clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
529,Udachnyy,RU,32.45,light snow,66.4167,112.4,Severnoye Siyaniye
530,Ranong,TH,78.01,overcast clouds,9.9658,98.6348,Numsai Khaosuay Resort Ranong
531,Bollnas,SE,49.24,light rain,61.3482,16.3946,Grand Hotel
534,Delvada,IN,77.9,clear sky,20.7667,71.0333,Hotel Shivam
535,Maragogi,BR,77.79,clear sky,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
536,Longyearbyen,SJ,28.24,broken clouds,78.2186,15.6401,"Radisson Blu Polar Hotel, Spitsbergen"
537,Vilyuysk,RU,33.3,overcast clouds,63.7553,121.6247,Gostinitsa Viliuisk
538,Kudahuvadhoo,MV,82.18,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
539,Vestmanna,FO,50.92,light rain,62.1564,-7.1664,Vestmanna Camping
540,Khasan,RU,46.72,clear sky,42.4308,130.6434,Fangchuan Self-Driving Camp
541,Te Anau,NZ,46.45,light rain,-45.4167,167.7167,Kingsgate Hotel Te Anau
542,Isla Vista,US,75.83,overcast clouds,34.4133,-119.861,Best Western Plus South Coast Inn
543,Haines Junction,CA,48.15,broken clouds,60.7522,-137.5108,Parkside Inn
544,Lerwick,GB,48.2,clear sky,60.1545,-1.1494,The Lerwick Hotel
545,Ilhabela,BR,69.19,broken clouds,-23.7781,-45.3581,Ilha Flat Hotel
546,Dhidhdhoo,MV,81.48,overcast clouds,6.8833,73.1,Dhidhoo beach
547,Kabare,CD,62.42,light rain,-2.4683,28.8242,Hôtel Panorama
548,Tarut,SA,89.8,clear sky,26.5733,50.0369,سطحة لسحب ونقل السيارات
549,Qorveh,IR,67.82,clear sky,35.1664,47.8045,بانک مهر ایران
550,Mnogovershinnyy,RU,32.95,overcast clouds,53.9353,139.9242,Obshchezhitiye 14
551,Ballina,AU,53.78,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
553,Knysna,ZA,52.34,few clouds,-34.0363,23.0471,Protea by Marriott Hotel Knysna Quays
554,Derzhavinsk,KZ,60.35,clear sky,51.1,66.3167,Ooo.khim Baza
555,Klyuchi,RU,52.21,overcast clouds,52.2667,79.1667,Vesolaya Mayovka
556,Hukuntsi,BW,52.48,clear sky,-24.0,21.75,Its me guest house
557,Yasnyy,RU,64.29,clear sky,51.0333,59.8742,Gostinitsa
558,Maun,BW,80.56,clear sky,-19.9833,23.4167,Enviro Villa
559,Phangnga,TH,80.64,overcast clouds,8.4509,98.5298,Sunimit Mansion
560,Alexandria,EG,79.48,clear sky,31.2156,29.9553,Royal Crown Hotel
561,Den Helder,NL,57.97,overcast clouds,52.9599,4.7593,Hotel Den Helder
562,Abonnema,NG,75.76,light rain,4.7084,6.7931,Corper's Lodge Obonoma
563,Sistranda,NO,48.16,scattered clouds,63.7256,8.834,Hotell Frøya
564,Pedro Juan Caballero,PY,84.16,thunderstorm,-22.5472,-55.7333,Hotel Pousada do Bosque
565,Huilong,CN,71.92,clear sky,31.8111,121.655,Hilton Garden Inn Qidong
566,Puerto Ayacucho,VE,89.92,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
567,Berovo,MK,50.68,clear sky,41.7031,22.8578,Aurora Resort & Spa
568,Salalah,OM,80.69,broken clouds,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
569,Nkan,GA,75.85,light rain,0.3833,9.7833,Hôtel Santa Barbara
570,Najran,SA,88.45,overcast clouds,17.4924,44.1277,محمد هادي ال فطيح
571,Rincon,US,85.95,broken clouds,32.296,-81.2354,Days Inn Rincon
572,Dzaoudzi,YT,75.09,few clouds,-12.7887,45.2699,Le Rocher
573,Shibetsu,JP,71.22,overcast clouds,43.659,145.132,Hotel Kawabata Shibetsu
574,Concarneau,FR,61.83,clear sky,47.875,-3.9225,Brit Hotel de L' Océan
575,Worksop,GB,58.1,overcast clouds,53.3018,-1.124,Lion Hotel & Restaurant
576,Roald,NO,50.76,broken clouds,62.5833,6.1333,Flem Cabins
577,Vypolzovo,RU,47.57,overcast clouds,57.8767,33.6986,Motel'
578,Tikri,IN,78.53,clear sky,29.2333,77.35,गन्ना तौल केन्द्र (टिकरी पश्चिम)
579,Letlhakane,BW,76.37,few clouds,-21.4167,25.5833,Motswedi Hotel
580,Storslett,NO,41.0,overcast clouds,69.7678,21.0247,Reisafjord Hotel AS
581,Ndjole,GA,74.37,moderate rain,-0.1783,10.7649,Motel Kédyann
582,Meridian,US,79.25,clear sky,43.6121,-116.3915,Courtyard by Marriott Boise West/Meridian
583,Marshall,US,91.08,clear sky,34.3834,-86.3333,Riverview Campground
584,Qiqihar,CN,37.81,clear sky,47.3408,123.9672,Ji Hotel Qiqihar Bu Kui Street
585,Nueva Gerona,CU,86.56,few clouds,21.8833,-82.8,Casa de la Alegria
586,Nuuk,GL,50.61,few clouds,64.1835,-51.7216,Vandrehuset
587,Alihe,CN,29.41,scattered clouds,50.5667,123.7167,Alihe Forestry Hotel
588,Bamnet Narong,TH,73.72,overcast clouds,15.4992,101.6897,Jong Jaroen Resort
589,Konya,TR,71.08,clear sky,38.1667,32.5,Meydan Ahmet Muhtar
590,Calvinia,ZA,47.77,few clouds,-31.4707,19.776,Die Lemoenhuis
592,Sechura,PE,78.19,few clouds,-5.5569,-80.8222,Hospedaje Costa Bella
593,Havoysund,NO,44.83,broken clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
594,Abnub,EG,82.96,clear sky,27.2696,31.1511,دوار ال عبد الجواد شرق البلد بابنوب
595,Karachi,PK,78.62,scattered clouds,24.9056,67.0822,Sadaat
596,Naica,MX,83.75,scattered clouds,27.85,-105.4833,Departamentos Nicole
597,Murchison,NZ,44.53,overcast clouds,-41.8,172.3333,OFF THE BEATEN TRAIL ACCOMMODATION & BIKE TOURS.
598,Yoichi,JP,57.06,moderate rain,43.2039,140.7703,Marumatta Farm 21
600,Savannah Bight,HN,83.5,broken clouds,16.45,-85.85,Villa on Dunbar Rock
601,Macduff,GB,55.22,overcast clouds,57.6701,-2.4969,Banff Springs Hotel
602,Bahia Blanca,AR,48.79,overcast clouds,-38.7196,-62.2724,Hotel Argos
603,Naze,JP,77.92,broken clouds,28.3667,129.4833,Shishime Hotel
604,Fortuna Foothills,US,97.21,clear sky,32.6578,-114.4119,Fortuna De Oro RV Park
606,Bilma,NE,96.22,clear sky,18.6853,12.9164,Expeditions Ténére voyages
607,Oistins,BB,87.89,few clouds,13.0667,-59.5333,Butterfly Beach Hotel
609,Mont-Dore,NC,75.0,scattered clouds,-22.2833,166.5833,GIte
610,Norton Shores,US,80.35,clear sky,43.1689,-86.2639,Hampton Inn Muskegon
611,Banes,CU,87.55,few clouds,20.9625,-75.7186,Hostal Iván y yailet
612,Uribia,CO,87.42,broken clouds,11.7139,-72.266,Hotel Uribia
613,Mata,PT,71.92,broken clouds,40.683,-7.4592,Hostel EntryFik
615,Peniche,PT,77.07,overcast clouds,39.3558,-9.3811,Hotel Star inn Peniche
616,Rawson,AR,40.66,moderate rain,-43.3002,-65.1023,Hosteria Sampedro
617,Ikom,NG,72.97,moderate rain,5.9667,8.7063,Ebenezer Beim excellence hotel
618,Kasempa,ZM,77.76,overcast clouds,-13.4584,25.8338,Lolelunga Forest Reserve
619,Los Llanos De Aridane,ES,71.35,scattered clouds,28.6585,-17.9182,Valle Aridane
621,Iskateley,RU,47.8,overcast clouds,67.6803,53.1512,Hostel Agat
622,Kinwat,IN,72.86,heavy intensity rain,19.6333,78.2,Ganojwar palace
623,Osterburg,DE,52.09,overcast clouds,52.7833,11.7667,Landhotel Keck
624,Bartica,GY,91.72,overcast clouds,6.4,-58.6167,Sloth Island Nature Resort
625,Cacak,RS,51.4,overcast clouds,43.8914,20.3497,Aveny
626,Labuhan,ID,77.54,overcast clouds,-6.8844,112.2051,DoubleFAG
627,Abalak,RU,54.82,broken clouds,58.1286,68.5944,Туристический комплекс Абалак
628,Coper,CO,73.22,overcast clouds,5.4768,-74.0442,terminal de bogota
629,Nyurba,RU,36.75,overcast clouds,63.2842,118.3319,"Гостиница ""Comfort"""
630,Oranjestad,AW,84.15,scattered clouds,12.524,-70.027,Divi Village Golf & Beach Resort
631,Ilo,PE,63.46,overcast clouds,-17.6394,-71.3375,Torreblanca Hotel
632,Hokitika,NZ,50.4,moderate rain,-42.7167,170.9667,Beachfront Hotel Hokitika
633,Vryburg,ZA,51.64,clear sky,-26.9566,24.7284,The Times Premier Lodge
634,Kapit,MY,73.38,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
635,Domoni,KM,74.84,clear sky,-12.2569,44.5319,Al Djadid
636,Hammerfest,NO,41.45,broken clouds,70.6634,23.6821,Skytterhuset
638,Sinnamary,GF,85.15,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
639,Panormos,GR,71.46,clear sky,35.4182,24.6909,Kirki Village Adults Only +
640,Tiksi,RU,34.5,snow,71.6872,128.8694,Arktika
641,Atyrau,KZ,71.62,clear sky,47.1167,51.8833,River Palace Hotel
642,Arrecife,ES,76.98,broken clouds,28.963,-13.5477,Hotel Lancelot
643,Maniitsoq,GL,42.39,overcast clouds,65.4167,-52.9,Hotel Heilmann Lyberth
645,Newcastle,AU,56.71,few clouds,-32.9272,151.7765,NOAH'S on the beach
646,Bria,CF,71.04,scattered clouds,6.5423,21.9863,WFP Guesthouse
647,Black River,JM,85.19,scattered clouds,18.0264,-77.8487,Idlers' Rest Beach Hotel
648,Husavik,IS,56.1,overcast clouds,66.0449,-17.3389,Bjarnabúð
649,Limbdi,IN,81.34,overcast clouds,22.5667,71.8,LIMBDI YOGI HOTEL
650,Presidencia Roque Saenz Pena,AR,63.28,overcast clouds,-26.7852,-60.4388,Hotel Gualok
651,Puerto Escondido,MX,83.23,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
653,General Roca,AR,59.63,clear sky,-39.0333,-67.5833,Hotel El Recreo
654,Ales,FR,63.68,broken clouds,44.1333,4.0833,ibis Alès Centre-Ville
655,Burgersdorp,ZA,42.96,light rain,-30.9977,26.3286,DeKat Self Catering
656,Rodrigues Alves,BR,95.2,few clouds,-7.738,-72.6509,Pousada Aconchego
657,Xining,CN,49.01,overcast clouds,36.6167,101.7667,Super Leisure Hotel
658,Bima,ID,74.8,overcast clouds,-8.4667,118.7167,Lambitu Hotel
661,Kruisfontein,ZA,52.18,broken clouds,-34.0033,24.7314,Oyster Bay House Rental
662,Qinzhou,CN,81.73,overcast clouds,21.95,108.6167,Jinjiang Inn Style Qingzhou Walmart
663,Beira,MZ,77.09,clear sky,-19.8436,34.8389,Beira Terrace Hotel
664,Hoskote,IN,70.0,scattered clouds,13.0669,77.7983,Hotel LG PARK
665,Bogense,DK,48.61,clear sky,55.5669,10.0886,Lunds Hotel
666,Ahipara,NZ,58.62,overcast clouds,-35.1667,173.1667,Ahipara Holiday Park
667,Sept-Iles,CA,55.92,scattered clouds,50.2001,-66.3821,Comfort Inn
668,Paita,PE,72.46,few clouds,-5.0892,-81.1144,Hotel Náutico de Paita
669,Pyshma,RU,62.04,overcast clouds,56.9523,63.2513,"Gostinitsa ""Postoyalyy Dvor"""
670,Kununurra,AU,75.18,few clouds,-15.7667,128.7333,Hotel Kununurra
671,Mitsamiouli,KM,75.58,clear sky,-11.3847,43.2844,Foyer ADM
673,Anadyr,RU,36.1,clear sky,64.75,177.4833,Отке17.ру — жильё для командированных
674,Gizo,SB,81.72,overcast clouds,-8.103,156.8419,Imagination Island
675,Lhokseumawe,ID,77.54,moderate rain,5.1801,97.1507,OYO 3278 Penginapan Alfajri
676,Zhoucheng,CN,65.52,overcast clouds,35.9122,116.3117,Yingbin Restaurant
677,Traralgon,AU,41.16,few clouds,-38.1833,146.5333,Comfort Inn Traralgon
678,Antalaha,MG,67.05,clear sky,-14.9003,50.2788,Hotel Vitasoa
679,Tromso,NO,41.02,few clouds,69.6496,18.957,"Radisson Blu Hotel, Tromsø"
680,Tayshet,RU,47.89,light rain,55.9342,98.0044,Biryusa
681,Pocos De Caldas,BR,82.45,few clouds,-21.7878,-46.5614,Hotel Nacional Inn Poços de Caldas
682,Paamiut,GL,42.19,broken clouds,61.994,-49.6678,Pistut
684,Carinhanha,BR,92.59,overcast clouds,-14.3047,-43.765,Hotel União
685,Kaeo,NZ,55.33,light rain,-35.1,173.7833,Bushido Lodge
